time,open,high,low,close
2024-01-03T17:00:00Z,125.94,126.95,125.12,126.12
2024-01-03T18:00:00Z,126.12,126.89,125.52,126.29
2024-01-03T19:00:00Z,126.29,127.13,125.59,126.43
2024-01-03T20:00:00Z,126.43,127.35,125.58,126.50
2024-01-03T21:00:00Z,126.50,127.24,125.75,126.48
2024-01-03T22:00:00Z,126.48,127.04,125.78,126.34
2024-01-03T23:00:00Z,126.34,127.15,125.24,126.05
2024-01-04T00:00:00Z,126.05,126.87,124.78,125.60
2024-01-04T01:00:00Z,125.60,126.19,124.41,125.00
2024-01-04T02:00:00Z,125.00,125.71,123.57,124.28
2024-01-04T03:00:00Z,124.28,125.13,122.63,123.48
2024-01-04T04:00:00Z,123.48,124.21,121.92,122.65
2024-01-04T05:00:00Z,122.65,123.21,121.30,121.86
2024-01-04T06:00:00Z,121.86,122.67,120.36,121.17
2024-01-04T07:00:00Z,121.17,121.99,119.81,120.63
2024-01-04T08:00:00Z,120.63,121.22,119.69,120.28
2024-01-04T09:00:00Z,120.28,120.99,119.43,120.14
2024-01-04T10:00:00Z,120.14,121.06,119.29,120.21
2024-01-04T11:00:00Z,120.21,121.19,119.49,120.46
2024-01-04T12:00:00Z,120.46,121.42,119.89,120.85
2024-01-04T13:00:00Z,120.85,122.13,120.04,121.32
2024-01-04T14:00:00Z,121.32,122.62,120.50,121.80
2024-01-04T15:00:00Z,121.80,122.81,121.22,122.23
2024-01-04T16:00:00Z,122.23,123.27,121.52,122.55
2024-01-04T17:00:00Z,122.55,123.58,121.70,122.73
2024-01-04T18:00:00Z,122.73,123.46,122.01,122.74
2024-01-04T19:00:00Z,122.74,123.31,122.01,122.58
2024-01-04T20:00:00Z,122.58,123.40,121.48,122.29
2024-01-04T21:00:00Z,122.29,123.11,121.09,121.91
2024-01-04T22:00:00Z,121.91,122.48,120.91,121.48
2024-01-04T23:00:00Z,121.48,122.20,120.37,121.09
2024-01-05T00:00:00Z,121.09,121.94,119.93,120.78
2024-01-05T01:00:00Z,120.78,121.49,119.89,120.61
2024-01-05T02:00:00Z,120.61,121.19,120.02,120.61
2024-01-05T03:00:00Z,120.61,121.61,119.79,120.80
2024-01-05T04:00:00Z,120.80,121.99,119.98,121.17
2024-01-05T05:00:00Z,121.17,122.29,120.60,121.72
2024-01-05T06:00:00Z,121.72,123.11,120.99,122.39
2024-01-05T07:00:00Z,122.39,123.99,121.54,123.14
2024-01-05T08:00:00Z,123.14,124.64,122.43,123.93
2024-01-05T09:00:00Z,123.93,125.30,123.34,124.72
2024-01-05T10:00:00Z,124.72,126.28,123.90,125.46
2024-01-05T11:00:00Z,125.46,126.96,124.65,126.15
2024-01-05T12:00:00Z,126.15,127.35,125.59,126.79
2024-01-05T13:00:00Z,126.79,128.10,126.06,127.37
2024-01-05T14:00:00Z,127.37,128.79,126.53,127.94
2024-01-05T15:00:00Z,127.94,129.23,127.24,128.52
2024-01-05T16:00:00Z,128.52,129.74,127.93,129.15
2024-01-05T17:00:00Z,129.15,130.66,128.32,129.84
2024-01-05T18:00:00Z,129.84,131.42,129.03,130.61
2024-01-05T19:00:00Z,130.61,132.02,130.05,131.46
2024-01-05T20:00:00Z,131.46,133.09,130.72,132.36
2024-01-05T21:00:00Z,132.36,134.11,131.51,133.26
2024-01-05T22:00:00Z,133.26,134.82,132.56,134.12
2024-01-05T23:00:00Z,134.12,135.46,133.52,134.86
2024-01-06T00:00:00Z,134.86,136.24,134.04,135.42
2024-01-06T01:00:00Z,135.42,136.53,134.62,135.73
2024-01-06T02:00:00Z,135.73,136.28,135.17,135.73
2024-01-06T03:00:00Z,135.73,136.47,134.66,135.40
2024-01-06T04:00:00Z,135.40,136.25,133.88,134.73
2024-01-06T05:00:00Z,134.73,135.42,133.04,133.73
2024-01-06T06:00:00Z,133.73,134.34,131.85,132.46
2024-01-06T07:00:00Z,132.46,133.29,130.14,130.96
2024-01-06T08:00:00Z,130.96,131.77,128.53,129.33
2024-01-06T09:00:00Z,129.33,129.88,127.08,127.63
2024-01-06T10:00:00Z,127.63,128.37,125.21,125.95
2024-01-06T11:00:00Z,125.95,126.80,123.51,124.36
2024-01-06T12:00:00Z,124.36,125.05,122.21,122.91
2024-01-06T13:00:00Z,122.91,123.52,121.02,121.63
2024-01-06T14:00:00Z,121.63,122.46,119.72,120.55
2024-01-06T15:00:00Z,120.55,121.35,118.84,119.64
2024-01-06T16:00:00Z,119.64,120.18,118.35,118.89
2024-01-06T17:00:00Z,118.89,119.64,117.52,118.27
2024-01-06T18:00:00Z,118.27,119.12,116.89,117.73
2024-01-06T19:00:00Z,117.73,118.42,116.57,117.25
2024-01-06T20:00:00Z,117.25,117.87,116.19,116.80
2024-01-06T21:00:00Z,116.80,117.63,115.54,116.37
2024-01-06T22:00:00Z,116.37,117.17,115.18,115.97
2024-01-06T23:00:00Z,115.97,116.51,115.08,115.62
2024-01-07T00:00:00Z,115.62,116.37,114.60,115.35
2024-01-07T01:00:00Z,115.35,116.19,114.34,115.19
2024-01-07T02:00:00Z,115.19,115.87,114.51,115.19
2024-01-07T03:00:00Z,115.19,116.00,114.57,115.37
2024-01-07T04:00:00Z,115.37,116.60,114.54,115.77
2024-01-07T05:00:00Z,115.77,117.16,114.97,116.37
2024-01-07T06:00:00Z,116.37,117.69,115.84,117.16
2024-01-07T07:00:00Z,117.16,118.86,116.40,118.10
2024-01-07T08:00:00Z,118.10,120.00,117.25,119.15
2024-01-07T09:00:00Z,119.15,120.92,118.47,120.24
2024-01-07T10:00:00Z,120.24,121.94,119.61,121.31
2024-01-07T11:00:00Z,121.31,123.13,120.48,122.30
2024-01-07T12:00:00Z,122.30,123.94,121.51,123.15
2024-01-07T13:00:00Z,123.15,124.37,122.63,123.85
2024-01-07T14:00:00Z,123.85,125.13,123.09,124.37
2024-01-07T15:00:00Z,124.37,125.59,123.53,124.74
2024-01-07T16:00:00Z,124.74,125.66,124.07,124.99
2024-01-07T17:00:00Z,124.99,125.79,124.36,125.16
2024-01-07T18:00:00Z,125.16,126.16,124.33,125.32
2024-01-07T19:00:00Z,125.32,126.33,124.54,125.54
2024-01-07T20:00:00Z,125.54,126.39,125.02,125.87
2024-01-07T21:00:00Z,125.87,127.12,125.11,126.36
2024-01-07T22:00:00Z,126.36,127.87,125.51,127.03
2024-01-07T23:00:00Z,127.03,128.55,126.36,127.88
2024-01-08T00:00:00Z,127.88,129.55,127.25,128.91
2024-01-08T01:00:00Z,128.91,130.91,128.07,130.07
2024-01-08T02:00:00Z,130.07,132.09,129.29,131.31
2024-01-08T03:00:00Z,131.31,133.07,130.79,132.55
2024-01-08T04:00:00Z,132.55,134.51,131.79,133.75
2024-01-08T05:00:00Z,133.75,135.67,132.90,134.83
2024-01-08T06:00:00Z,134.83,136.41,134.16,135.75
2024-01-08T07:00:00Z,135.75,137.12,135.10,136.47
2024-01-08T08:00:00Z,136.47,137.84,135.64,137.00
2024-01-08T09:00:00Z,137.00,138.11,136.22,137.33
2024-01-08T10:00:00Z,137.33,138.00,136.82,137.49
2024-01-08T11:00:00Z,137.49,138.28,136.72,137.51
2024-01-08T12:00:00Z,137.51,138.35,136.59,137.43
2024-01-08T13:00:00Z,137.43,138.09,136.64,137.29
2024-01-08T14:00:00Z,137.29,137.94,136.47,137.12
2024-01-08T15:00:00Z,137.12,137.96,136.08,136.92
2024-01-08T16:00:00Z,136.92,137.70,135.94,136.71
2024-01-08T17:00:00Z,136.71,137.21,135.97,136.47
2024-01-08T18:00:00Z,136.47,137.24,135.39,136.16
2024-01-08T19:00:00Z,136.16,137.00,134.92,135.76
2024-01-08T20:00:00Z,135.76,136.41,134.58,135.23
2024-01-08T21:00:00Z,135.23,135.88,133.88,134.53
2024-01-08T22:00:00Z,134.53,135.38,132.81,133.66
2024-01-08T23:00:00Z,133.66,134.43,131.82,132.59
2024-01-09T00:00:00Z,132.59,133.10,130.86,131.36
2024-01-09T01:00:00Z,131.36,132.14,129.23,130.01
2024-01-09T02:00:00Z,130.01,130.85,127.74,128.58
2024-01-09T03:00:00Z,128.58,129.23,126.51,127.16
2024-01-09T04:00:00Z,127.16,127.81,125.15,125.81
2024-01-09T05:00:00Z,125.81,126.65,123.78,124.62
2024-01-09T06:00:00Z,124.62,125.39,122.89,123.66
2024-01-09T07:00:00Z,123.66,124.17,122.47,122.98
2024-01-09T08:00:00Z,122.98,123.76,121.82,122.60
2024-01-09T09:00:00Z,122.60,123.44,121.71,122.55
2024-01-09T10:00:00Z,122.55,123.42,121.91,122.78
2024-01-09T11:00:00Z,122.78,123.94,122.12,123.28
2024-01-09T12:00:00Z,123.28,124.81,122.43,123.96
2024-01-09T13:00:00Z,123.96,125.54,123.20,124.78
2024-01-09T14:00:00Z,124.78,126.16,124.26,125.65
2024-01-09T15:00:00Z,125.65,127.29,124.86,126.51
2024-01-09T16:00:00Z,126.51,128.14,125.67,127.30
2024-01-09T17:00:00Z,127.30,128.64,126.67,128.00
2024-01-09T18:00:00Z,128.00,129.26,127.34,128.59
2024-01-09T19:00:00Z,128.59,129.91,127.74,129.06
2024-01-09T20:00:00Z,129.06,130.21,128.30,129.45
2024-01-09T21:00:00Z,129.45,130.29,128.93,129.77
2024-01-09T22:00:00Z,129.77,130.86,128.98,130.07
2024-01-09T23:00:00Z,130.07,131.21,129.23,130.38
2024-01-10T00:00:00Z,130.38,131.35,129.75,130.72
2024-01-10T01:00:00Z,130.72,131.78,130.04,131.11
2024-01-10T02:00:00Z,131.11,132.39,130.26,131.54
2024-01-10T03:00:00Z,131.54,132.76,130.79,132.00
2024-01-10T04:00:00Z,132.00,132.98,131.47,132.45
2024-01-10T05:00:00Z,132.45,133.65,131.66,132.86
2024-01-10T06:00:00Z,132.86,134.00,132.02,133.17
2024-01-10T07:00:00Z,133.17,133.97,132.54,133.35
2024-01-10T08:00:00Z,133.35,134.05,132.67,133.37
2024-01-10T09:00:00Z,133.37,134.22,132.37,133.22
2024-01-10T10:00:00Z,133.22,133.97,132.14,132.90
2024-01-10T11:00:00Z,132.90,133.43,131.90,132.43
2024-01-10T12:00:00Z,132.43,133.23,131.08,131.87
2024-01-10T13:00:00Z,131.87,132.70,130.43,131.26
2024-01-10T14:00:00Z,131.26,131.88,130.05,130.67
2024-01-10T15:00:00Z,130.67,131.35,129.47,130.15
2024-01-10T16:00:00Z,130.15,131.00,128.92,129.77
2024-01-10T17:00:00Z,129.77,130.52,128.80,129.55
2024-01-10T18:00:00Z,129.55,130.09,128.98,129.51
2024-01-10T19:00:00Z,129.51,130.45,128.72,129.66
2024-01-10T20:00:00Z,129.66,130.77,128.83,129.95
2024-01-10T21:00:00Z,129.95,130.95,129.33,130.33
2024-01-10T22:00:00Z,130.33,131.45,129.65,130.76
2024-01-10T23:00:00Z,130.76,132.01,129.91,131.16
2024-01-11T00:00:00Z,131.16,132.21,130.42,131.47
2024-01-11T01:00:00Z,131.47,132.17,130.92,131.63
2024-01-11T02:00:00Z,131.63,132.43,130.79,131.59
2024-01-11T03:00:00Z,131.59,132.42,130.52,131.35
2024-01-11T04:00:00Z,131.35,131.96,130.30,130.91
2024-01-11T05:00:00Z,130.91,131.60,129.59,130.29
2024-01-11T06:00:00Z,130.29,131.14,128.69,129.53
2024-01-11T07:00:00Z,129.53,130.27,127.97,128.71
2024-01-11T08:00:00Z,128.71,129.26,127.32,127.87
2024-01-11T09:00:00Z,127.87,128.67,126.27,127.08
2024-01-11T10:00:00Z,127.08,127.90,125.56,126.39
2024-01-11T11:00:00Z,126.39,126.99,125.23,125.84
2024-01-11T12:00:00Z,125.84,126.54,124.74,125.44
2024-01-11T13:00:00Z,125.44,126.29,124.36,125.21
2024-01-11T14:00:00Z,125.21,125.95,124.39,125.13
2024-01-11T15:00:00Z,125.13,125.72,124.57,125.16
2024-01-11T16:00:00Z,125.16,126.09,124.35,125.28
2024-01-11T17:00:00Z,125.28,126.28,124.46,125.46
2024-01-11T18:00:00Z,125.46,126.26,124.86,125.66
2024-01-11T19:00:00Z,125.66,126.59,124.96,125.89
2024-01-11T20:00:00Z,125.89,126.97,125.04,126.12
2024-01-11T21:00:00Z,126.12,127.12,125.39,126.39
2024-01-11T22:00:00Z,126.39,127.28,125.83,126.72
2024-01-11T23:00:00Z,126.72,127.96,125.91,127.15
2024-01-12T00:00:00Z,127.15,128.54,126.33,127.72
2024-01-12T01:00:00Z,127.72,129.07,127.13,128.48
2024-01-12T02:00:00Z,128.48,130.16,127.77,129.46
2024-01-12T03:00:00Z,129.46,131.51,128.61,130.66
2024-01-12T04:00:00Z,130.66,132.80,129.93,132.08
2024-01-12T05:00:00Z,132.08,134.26,131.51,133.69
2024-01-12T06:00:00Z,133.69,136.25,132.88,135.44
2024-01-12T07:00:00Z,135.44,138.08,134.62,137.26
2024-01-12T08:00:00Z,137.26,139.65,136.67,139.07
2024-01-12T09:00:00Z,139.07,141.50,138.35,140.78
2024-01-12T10:00:00Z,140.78,143.17,139.93,142.32
2024-01-12T11:00:00Z,142.32,144.35,141.60,143.62
2024-01-12T12:00:00Z,143.62,145.21,143.05,144.63
2024-01-12T13:00:00Z,144.63,146.14,143.82,145.33
2024-01-12T14:00:00Z,145.33,146.52,144.51,145.70
2024-01-12T15:00:00Z,145.70,146.37,145.13,145.79
2024-01-12T16:00:00Z,145.79,146.51,144.90,145.62
2024-01-12T17:00:00Z,145.62,146.47,144.41,145.26
2024-01-12T18:00:00Z,145.26,145.97,144.05,144.76
2024-01-12T19:00:00Z,144.76,145.34,143.62,144.20
2024-01-12T20:00:00Z,144.20,145.02,142.80,143.61
2024-01-12T21:00:00Z,143.61,144.43,142.24,143.05
2024-01-12T22:00:00Z,143.05,143.62,141.95,142.52
2024-01-12T23:00:00Z,142.52,143.24,141.31,142.04
2024-01-13T00:00:00Z,142.04,142.89,140.72,141.57
2024-01-13T01:00:00Z,141.57,142.29,140.40,141.11
2024-01-13T02:00:00Z,141.11,141.70,140.03,140.61
2024-01-13T03:00:00Z,140.61,141.43,139.23,140.05
2024-01-13T04:00:00Z,140.05,140.86,138.58,139.39
2024-01-13T05:00:00Z,139.39,139.96,138.06,138.63
2024-01-13T06:00:00Z,138.63,139.35,137.03,137.76
2024-01-13T07:00:00Z,137.76,138.61,135.95,136.80
2024-01-13T08:00:00Z,136.80,137.51,135.08,135.79
2024-01-13T09:00:00Z,135.79,136.38,134.18,134.77
2024-01-13T10:00:00Z,134.77,135.60,132.98,133.80
2024-01-13T11:00:00Z,133.80,134.61,132.11,132.92
2024-01-13T12:00:00Z,132.92,133.48,131.61,132.17
2024-01-13T13:00:00Z,132.17,132.91,130.86,131.59
2024-01-13T14:00:00Z,131.59,132.44,130.32,131.17
2024-01-13T15:00:00Z,131.17,131.87,130.21,130.91
2024-01-13T16:00:00Z,130.91,131.51,130.18,130.78
2024-01-13T17:00:00Z,130.78,131.60,129.91,130.73
2024-01-13T18:00:00Z,130.73,131.54,129.90,130.71
2024-01-13T19:00:00Z,130.71,131.26,130.10,130.66
2024-01-13T20:00:00Z,130.66,131.39,129.78,130.52
2024-01-13T21:00:00Z,130.52,131.37,129.41,130.26
2024-01-13T22:00:00Z,130.26,130.96,129.15,129.85
2024-01-13T23:00:00Z,129.85,130.45,128.69,129.30
2024-01-14T00:00:00Z,129.30,130.12,127.79,128.62
2024-01-14T01:00:00Z,128.62,129.42,127.06,127.86
2024-01-14T02:00:00Z,127.86,128.41,126.54,127.09
2024-01-14T03:00:00Z,127.09,127.83,125.62,126.36
2024-01-14T04:00:00Z,126.36,127.21,124.91,125.76
2024-01-14T05:00:00Z,125.76,126.45,124.65,125.34
2024-01-14T06:00:00Z,125.34,125.95,124.56,125.16
2024-01-14T07:00:00Z,125.16,126.08,124.34,125.26
2024-01-14T08:00:00Z,125.26,126.43,124.46,125.63
2024-01-14T09:00:00Z,125.63,126.81,125.08,126.26
2024-01-14T10:00:00Z,126.26,127.88,125.52,127.13
2024-01-14T11:00:00Z,127.13,129.03,126.28,128.18
2024-01-14T12:00:00Z,128.18,130.04,127.49,129.36
2024-01-14T13:00:00Z,129.36,131.21,128.74,130.59
2024-01-14T14:00:00Z,130.59,132.66,129.76,131.83
2024-01-14T15:00:00Z,131.83,133.83,131.04,133.04
2024-01-14T16:00:00Z,133.04,134.71,132.50,134.18
2024-01-14T17:00:00Z,134.18,135.98,133.43,135.23
2024-01-14T18:00:00Z,135.23,137.06,134.38,136.21
2024-01-14T19:00:00Z,136.21,137.82,135.53,137.13
2024-01-14T20:00:00Z,137.13,138.64,136.51,138.02
2024-01-14T21:00:00Z,138.02,139.72,137.19,138.89
2024-01-14T22:00:00Z,138.89,140.56,138.10,139.77
2024-01-14T23:00:00Z,139.77,141.20,139.24,140.67
2024-01-15T00:00:00Z,140.67,142.33,139.91,141.57
2024-01-15T01:00:00Z,141.57,143.32,140.73,142.47
2024-01-15T02:00:00Z,142.47,144.00,141.79,143.32
2024-01-15T03:00:00Z,143.32,144.69,142.69,144.07
2024-01-15T04:00:00Z,144.07,145.50,143.23,144.67
2024-01-15T05:00:00Z,144.67,145.85,143.88,145.06
2024-01-15T06:00:00Z,145.06,145.73,144.53,145.20
2024-01-15T07:00:00Z,145.20,145.96,144.30,145.05
2024-01-15T08:00:00Z,145.05,145.90,143.77,144.61
2024-01-15T09:00:00Z,144.61,145.29,143.22,143.89
2024-01-15T10:00:00Z,143.89,144.52,142.29,142.92
2024-01-15T11:00:00Z,142.92,143.75,140.92,141.76
2024-01-15T12:00:00Z,141.76,142.54,139.69,140.48
2024-01-15T13:00:00Z,140.48,141.00,138.64,139.16
2024-01-15T14:00:00Z,139.16,139.92,137.14,137.90
2024-01-15T15:00:00Z,137.90,138.74,135.91,136.76
2024-01-15T16:00:00Z,136.76,137.42,135.13,135.80
2024-01-15T17:00:00Z,135.80,136.43,134.43,135.06
2024-01-15T18:00:00Z,135.06,135.90,133.73,134.57
2024-01-15T19:00:00Z,134.57,135.35,133.53,134.31
2024-01-15T20:00:00Z,134.31,134.83,133.75,134.26
2024-01-15T21:00:00Z,134.26,135.14,133.50,134.37
2024-01-15T22:00:00Z,134.37,135.44,133.53,134.60
2024-01-15T23:00:00Z,134.60,135.54,133.93,134.88
2024-01-16T00:00:00Z,134.88,135.81,134.23,135.16
2024-01-16T01:00:00Z,135.16,136.26,134.33,135.42
2024-01-16T02:00:00Z,135.42,136.42,134.64,135.64
2024-01-16T03:00:00Z,135.64,136.31,135.13,135.80
2024-01-16T04:00:00Z,135.80,136.69,135.03,135.92
2024-01-16T05:00:00Z,135.92,136.88,135.08,136.04
2024-01-16T06:00:00Z,136.04,136.84,135.38,136.18
2024-01-16T07:00:00Z,136.18,137.03,135.53,136.38
2024-01-16T08:00:00Z,136.38,137.52,135.54,136.68
2024-01-16T09:00:00Z,136.68,137.87,135.90,137.09
2024-01-16T10:00:00Z,137.09,138.13,136.59,137.62
2024-01-16T11:00:00Z,137.62,139.04,136.85,138.27
2024-01-16T12:00:00Z,138.27,139.83,137.42,138.99
2024-01-16T13:00:00Z,138.99,140.40,138.33,139.75
2024-01-16T14:00:00Z,139.75,141.15,139.09,140.50
2024-01-16T15:00:00Z,140.50,142.02,139.65,141.18
2024-01-16T16:00:00Z,141.18,142.53,140.41,141.76
2024-01-16T17:00:00Z,141.76,142.70,141.26,142.20
2024-01-16T18:00:00Z,142.20,143.25,141.42,142.47
2024-01-16T19:00:00Z,142.47,143.43,141.63,142.59
2024-01-16T20:00:00Z,142.59,143.24,141.94,142.58
2024-01-16T21:00:00Z,142.58,143.24,141.82,142.48
2024-01-16T22:00:00Z,142.48,143.32,141.49,142.34
2024-01-16T23:00:00Z,142.34,143.10,141.44,142.21
2024-01-17T00:00:00Z,142.21,142.72,141.66,142.17
2024-01-17T01:00:00Z,142.17,143.03,141.39,142.25
2024-01-17T02:00:00Z,142.25,143.33,141.41,142.49
2024-01-17T03:00:00Z,142.49,143.54,141.85,142.90
2024-01-17T04:00:00Z,142.90,144.13,142.24,143.46
2024-01-17T05:00:00Z,143.46,144.99,142.62,144.15
2024-01-17T06:00:00Z,144.15,145.67,143.39,144.91
2024-01-17T07:00:00Z,144.91,146.18,144.39,145.66
2024-01-17T08:00:00Z,145.66,147.13,144.88,146.35
2024-01-17T09:00:00Z,146.35,147.72,145.51,146.89
2024-01-17T10:00:00Z,146.89,147.86,146.25,147.23
2024-01-17T11:00:00Z,147.23,147.99,146.56,147.32
2024-01-17T12:00:00Z,147.32,148.17,146.31,147.15
2024-01-17T13:00:00Z,147.15,147.91,145.95,146.71
2024-01-17T14:00:00Z,146.71,147.23,145.50,146.02
2024-01-17T15:00:00Z,146.02,146.81,144.34,145.13
2024-01-17T16:00:00Z,145.13,145.96,143.24,144.08
2024-01-17T17:00:00Z,144.08,144.71,142.30,142.93
2024-01-17T18:00:00Z,142.93,143.60,141.06,141.73
2024-01-17T19:00:00Z,141.73,142.58,139.69,140.54
2024-01-17T20:00:00Z,140.54,141.30,138.62,139.38
2024-01-17T21:00:00Z,139.38,139.91,137.75,138.27
2024-01-17T22:00:00Z,138.27,139.06,136.43,137.22
2024-01-17T23:00:00Z,137.22,138.05,135.37,136.21
2024-01-18T00:00:00Z,136.21,136.83,134.59,135.22
2024-01-18T01:00:00Z,135.22,135.90,133.55,134.23
2024-01-18T02:00:00Z,134.23,135.08,132.37,133.22
2024-01-18T03:00:00Z,133.22,133.97,131.43,132.18
2024-01-18T04:00:00Z,132.18,132.71,130.59,131.12
2024-01-18T05:00:00Z,131.12,131.91,129.27,130.06
2024-01-18T06:00:00Z,130.06,130.89,128.20,129.03
2024-01-18T07:00:00Z,129.03,129.65,127.48,128.10
2024-01-18T08:00:00Z,128.10,128.78,126.63,127.31
2024-01-18T09:00:00Z,127.31,128.16,125.89,126.74
2024-01-18T10:00:00Z,126.74,127.49,125.70,126.45
2024-01-18T11:00:00Z,126.45,127.01,125.91,126.47
2024-01-18T12:00:00Z,126.47,127.64,125.68,126.85
2024-01-18T13:00:00Z,126.85,128.40,126.02,127.57
2024-01-18T14:00:00Z,127.57,129.24,126.96,128.63
2024-01-18T15:00:00Z,128.63,130.66,127.94,129.97
2024-01-18T16:00:00Z,129.97,132.39,129.13,131.54
2024-01-18T17:00:00Z,131.54,133.99,130.80,133.25
2024-01-18T18:00:00Z,133.25,135.56,132.71,135.02
2024-01-18T19:00:00Z,135.02,137.57,134.22,136.77
2024-01-18T20:00:00Z,136.77,139.25,135.94,138.43
2024-01-18T21:00:00Z,138.43,140.55,137.82,139.94
2024-01-18T22:00:00Z,139.94,141.96,139.24,141.27
2024-01-18T23:00:00Z,141.27,143.26,140.42,142.41
2024-01-19T00:00:00Z,142.41,144.12,141.67,143.38
2024-01-19T01:00:00Z,143.38,144.75,142.83,144.20
2024-01-19T02:00:00Z,144.20,145.71,143.40,144.91
2024-01-19T03:00:00Z,144.91,146.38,144.08,145.55
2024-01-19T04:00:00Z,145.55,146.78,144.95,146.18
2024-01-19T05:00:00Z,146.18,147.51,145.48,146.81
2024-01-19T06:00:00Z,146.81,148.33,145.96,147.48
2024-01-19T07:00:00Z,147.48,148.91,146.74,148.17
2024-01-19T08:00:00Z,148.17,149.44,147.62,148.89
2024-01-19T09:00:00Z,148.89,150.39,148.08,149.59
2024-01-19T10:00:00Z,149.59,151.06,148.76,150.24
2024-01-19T11:00:00Z,150.24,151.39,149.64,150.79
2024-01-19T12:00:00Z,150.79,151.91,150.09,151.21
2024-01-19T13:00:00Z,151.21,152.32,150.36,151.47
2024-01-19T14:00:00Z,151.47,152.29,150.74,151.55
2024-01-19T15:00:00Z,151.55,152.12,150.90,151.46
2024-01-19T16:00:00Z,151.46,152.27,150.41,151.22
2024-01-19T17:00:00Z,151.22,152.04,150.04,150.86
